,created_on,property_type,place_name,price_aprox_usd,surface_total_in_m2,rooms,year,popularity,USDMEXVal
68384,2016-07-14,2.0,Santa Fe,368805.38,149.0,3.0,2016,3,18.615533447265623
68385,2016-07-14,2.0,Bosques de las Lomas,618000.0,221.0,3.0,2016,3,18.615533447265623
69989,2016-07-19,2.0,Cuernavaca,92201.34,117.0,3.0,2016,1,18.615533447265623
69990,2016-07-19,1.0,Veracruz,152790.8,230.0,3.0,2016,1,18.615533447265623
69992,2016-07-19,1.0,Cuervitos,14752.21,152.0,2.0,2016,1,18.615533447265623
69993,2016-07-19,1.0,Desarrollo Urbano Orizaba Sur,17913.4,124.0,2.0,2016,1,18.615533447265623
69994,2016-07-19,1.0,Casa Digna,17386.53,130.0,2.0,2016,1,18.615533447265623
69995,2016-07-19,1.0,Mexicali,17386.53,120.0,1.0,2016,1,18.615533447265623
69996,2016-07-19,1.0,Lomas de Abasolo,15279.08,120.0,2.0,2016,1,18.615533447265623
69997,2016-07-19,1.0,Misión de San Ignacio,13961.91,120.0,1.0,2016,1,18.615533447265623
69998,2016-07-19,1.0,Monarcas Residencial,13698.48,120.0,1.0,2016,1,18.615533447265623
69999,2016-07-19,1.0,Monarcas Residencial,13698.48,120.0,1.0,2016,1,18.615533447265623
70000,2016-07-19,1.0,Valle del Pedregal,13698.48,120.0,2.0,2016,1,18.615533447265623
70001,2016-07-19,1.0,Lomas de Abasolo,15015.64,120.0,2.0,2016,1,18.615533447265623
70002,2016-07-19,1.0,El Campanario,18255.86,162.0,2.0,2016,1,18.615533447265623
70003,2016-07-19,1.0,Hacienda de los Portales 2da Sección,14936.61,120.0,1.0,2016,3,18.615533447265623
70004,2016-07-19,1.0,Mexicali,15489.82,120.0,1.0,2016,1,18.615533447265623
70005,2016-07-19,1.0,Mexicali,15489.82,120.0,1.0,2016,1,18.615533447265623
70006,2016-07-19,1.0,Quinta del Rey,16043.03,120.0,1.0,2016,1,18.615533447265623
70007,2016-07-19,1.0,Quinta del Rey,17702.65,1201.0,2.0,2016,1,18.615533447265623
70008,2016-07-19,1.0,Residencial Quinta del Rey 2a Etapa,16043.03,120.0,1.0,2016,3,18.615533447265623
70009,2016-07-19,1.0,Residencial Quinta del Rey 2a Etapa,16043.03,121.0,1.0,2016,3,18.615533447265623
70010,2016-07-19,1.0,Residencial Quinta del Rey 2a Etapa,16043.03,120.0,1.0,2016,3,18.615533447265623
70011,2016-07-19,1.0,Residencial Quinta del Rey 2a Etapa,16043.03,120.0,1.0,2016,3,18.615533447265623
70012,2016-07-19,1.0,Residencial Quinta del Rey 2a Etapa,16043.03,120.0,1.0,2016,3,18.615533447265623
70013,2016-07-19,1.0,Valle del Colorado,17426.05,124.0,2.0,2016,1,18.615533447265623
70014,2016-07-19,1.0,Victoria Residencial,17426.05,120.0,2.0,2016,1,18.615533447265623
70015,2016-07-19,1.0,Villa Lomas Altas,14936.61,120.0,2.0,2016,1,18.615533447265623
70016,2016-07-19,1.0,Villa Lomas Altas,14936.61,120.0,2.0,2016,1,18.615533447265623
70017,2016-07-19,1.0,Villa las Lomas,14936.61,120.0,2.0,2016,1,18.615533447265623
70018,2016-07-19,1.0,Villa las Lomas,14936.61,120.0,2.0,2016,1,18.615533447265623
70019,2016-07-19,1.0,Villa las Lomas,14936.61,120.0,2.0,2016,1,18.615533447265623
70020,2016-07-19,1.0,Villa Lomas Altas,18255.86,120.0,2.0,2016,1,18.615533447265623
70021,2016-07-19,1.0,Villa Lomas Altas,14936.61,120.0,2.0,2016,1,18.615533447265623
70022,2016-07-19,1.0,Villa Lomas Altas,18255.86,120.0,2.0,2016,1,18.615533447265623
70023,2016-07-19,1.0,Villa Lomas Altas,18255.86,140.0,2.0,2016,1,18.615533447265623
70024,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,14936.61,120.0,2.0,2016,3,18.615533447265623
70025,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,16043.03,1201.0,2.0,2016,3,18.615533447265623
70026,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,14936.61,120.0,2.0,2016,3,18.615533447265623
70027,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,14936.61,120.0,2.0,2016,3,18.615533447265623
70028,2016-07-19,1.0,Villa Residencial del Prado,19362.28,120.0,1.0,2016,1,18.615533447265623
70029,2016-07-19,1.0,Villa Residencial del Prado,18255.86,120.0,2.0,2016,1,18.615533447265623
70030,2016-07-19,1.0,Las Magdalenas,12723.78,120.0,1.0,2016,1,18.615533447265623
70031,2016-07-19,1.0,Orizaba,11617.36,120.0,1.0,2016,1,18.615533447265623
70032,2016-07-19,1.0,Residencias,14936.61,120.0,1.0,2016,1,18.615533447265623
70033,2016-07-19,1.0,Residencias,15489.82,120.0,1.0,2016,1,18.615533447265623
70034,2016-07-19,1.0,Mexicali,11064.16,120.0,1.0,2016,1,18.615533447265623
70035,2016-07-19,1.0,Villa Los Jazmines,12170.57,120.0,1.0,2016,1,18.615533447265623
70036,2016-07-19,1.0,Vista del Valle,13830.2,150.0,1.0,2016,1,18.615533447265623
70037,2016-07-19,1.0,Vista del Valle,14936.61,163.0,1.0,2016,1,18.615533447265623
70038,2016-07-19,1.0,Vista del Valle,11617.36,124.0,1.0,2016,1,18.615533447265623
70039,2016-07-19,1.0,Vista del Valle,11722.74,120.0,1.0,2016,1,18.615533447265623
70040,2016-07-19,1.0,Voluntad,11617.36,124.0,1.0,2016,1,18.615533447265623
70041,2016-07-19,1.0,Voluntad,11617.36,105.0,1.0,2016,1,18.615533447265623
70042,2016-07-19,1.0,Valle del Pedregal,14383.41,120.0,1.0,2016,1,18.615533447265623
70043,2016-07-19,1.0,Hacienda del Sol,14936.61,120.0,1.0,2016,1,18.615533447265623
70044,2016-07-19,1.0,Hacienda de Los Portales,16043.03,120.0,1.0,2016,1,18.615533447265623
70045,2016-07-19,1.0,Hacienda de Los Portales,13000.38,124.0,1.0,2016,1,18.615533447265623
70046,2016-07-19,1.0,Hacienda de Los Portales,13000.38,124.0,1.0,2016,1,18.615533447265623
70047,2016-07-19,1.0,Hacienda de Los Portales 3a Sección,13000.38,124.0,1.0,2016,1,18.615533447265623
70048,2016-07-19,1.0,Villa Lomas Altas,16319.63,133.0,1.0,2016,1,18.615533447265623
70049,2016-07-19,1.0,Villa Lomas Altas,14383.41,120.0,1.0,2016,1,18.615533447265623
70050,2016-07-19,1.0,Hacienda de Los Portales 3a Sección,13000.38,228.0,1.0,2016,1,18.615533447265623
70051,2016-07-19,1.0,Hacienda de Los Portales,13000.38,129.0,1.0,2016,1,18.615533447265623
70052,2016-07-19,1.0,Hacienda de Los Portales 5a Sección,11301.25,129.0,1.0,2016,1,18.615533447265623
70053,2016-07-19,1.0,Ángeles de Puebla,13830.2,125.0,2.0,2016,1,18.615533447265623
70054,2016-07-19,1.0,Hacienda de Los Portales 5a Sección,13830.2,132.0,2.0,2016,1,18.615533447265623
70055,2016-07-19,1.0,Hacienda de Los Portales,12170.57,219.0,1.0,2016,1,18.615533447265623
70056,2016-07-19,1.0,Hacienda de Los Portales,13000.38,159.0,1.0,2016,1,18.615533447265623
70057,2016-07-19,1.0,Valle del Puebla,12170.57,123.0,1.0,2016,1,18.615533447265623
70058,2016-07-19,1.0,Valle de Puebla 2a Sección,13830.2,120.0,1.0,2016,1,18.615533447265623
70059,2016-07-19,1.0,Villa Lomas Altas,138302.02,120.0,1.0,2016,1,18.615533447265623
70060,2016-07-19,1.0,Villa Lomas Altas,12170.57,120.0,1.0,2016,1,18.615533447265623
70061,2016-07-19,1.0,Hacienda de Los Portales,15489.82,120.0,1.0,2016,1,18.615533447265623
70062,2016-07-19,1.0,Hacienda de Los Portales,12723.78,120.0,1.0,2016,1,18.615533447265623
70063,2016-07-19,1.0,Hacienda de Los Portales,13830.2,120.0,1.0,2016,1,18.615533447265623
70064,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,14936.61,120.0,2.0,2016,3,18.615533447265623
70065,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,13000.38,120.0,2.0,2016,3,18.615533447265623
70066,2016-07-19,1.0,Hacienda de Los Portales,14383.41,120.0,2.0,2016,1,18.615533447265623
70067,2016-07-19,1.0,Hacienda de Los Portales,13000.38,120.0,1.0,2016,1,18.615533447265623
70068,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,13000.38,120.0,2.0,2016,3,18.615533447265623
70069,2016-07-19,1.0,Villa Lomas Altas 2a Secc.,13830.2,120.0,2.0,2016,3,18.615533447265623
70070,2016-07-19,1.0,Valle de Puebla 6a Sección,12170.57,124.0,1.0,2016,1,18.615533447265623
70071,2016-07-19,1.0,Valle de Puebla 2a Sección,16043.03,120.0,3.0,2016,1,18.615533447265623
70072,2016-07-19,1.0,Valle de Puebla 6a Sección,11617.36,120.0,1.0,2016,1,18.615533447265623
70073,2016-07-19,1.0,El Refugio,121178.91,172.0,4.0,2016,1,18.615533447265623
70074,2016-07-19,1.0,Querétaro,89567.02,190.0,3.0,2016,1,18.615533447265623
70076,2016-07-19,2.0,Querétaro,379342.7,231.0,3.0,2016,1,18.615533447265623
70077,2016-07-19,1.0,Querétaro,526864.8,476.0,4.0,2016,1,18.615533447265623
70078,2016-07-19,1.0,Veracruz,99577.45,200.0,4.0,2016,1,18.615533447265623
71621,2016-07-21,1.0,Jardines en la Montaña,1262210.1,780.0,4.0,2016,3,18.615533447265623
71622,2016-07-21,1.0,Navojoa,42149.18,400.0,3.0,2016,1,18.615533447265623
71880,2016-07-22,1.0,Veracruz,202842.95,250.0,3.0,2016,1,18.615533447265623
71882,2016-07-22,1.0,San Juan del Río,92201.34,175.0,3.0,2016,1,18.615533447265623
71884,2016-07-22,1.0,Veracruz,40041.72,129.0,2.0,2016,1,18.615533447265623
72347,2016-07-25,1.0,Marina Brisas,427814.25,827.0,4.0,2016,1,18.615533447265623
72918,2016-07-26,2.0,Veracruz,60589.45,150.0,3.0,2016,1,18.615533447265623
73294,2016-07-27,1.0,Querétaro,208111.61,300.0,3.0,2016,1,18.615533447265623
73295,2016-07-27,1.0,Querétaro,221283.23,300.0,3.0,2016,1,18.615533447265623
73296,2016-07-27,1.0,El Refugio,110641.61,137.0,4.0,2016,1,18.615533447265623
73297,2016-07-27,2.0,Santa Fe Cuajimalpa,763954.0,260.0,3.0,2016,3,18.615533447265623
73298,2016-07-27,1.0,Veracruz,43202.91,81.0,2.0,2016,1,18.615533447265623
73299,2016-07-27,1.0,Veracruz,131716.2,200.0,3.0,2016,1,18.615533447265623
73411,2016-07-28,2.0,Benito Juárez,141463.2,67.0,2.0,2016,3,18.615533447265623
73412,2016-07-28,2.0,Benito Juárez,143307.23,64.0,2.0,2016,3,18.615533447265623
73880,2016-07-29,1.0,El Molino,964162.6,701.0,5.0,2016,3,18.615533447265623
73881,2016-07-29,1.0,Mexicali,14936.61,140.0,1.0,2016,1,18.615533447265623
74327,2016-07-30,1.0,Veracruz,131716.2,175.0,3.0,2016,1,18.615533447265623
74328,2016-07-30,1.0,Veracruz,200208.62,750.0,4.0,2016,1,18.615533447265623
74329,2016-07-30,1.0,Veracruz,40041.72,72.0,4.0,2016,1,18.615533447265623
74864,2016-07-31,1.0,Querétaro,146995.28,130.0,3.0,2016,1,18.615533447265623
74865,2016-07-31,1.0,Querétaro,120652.04,130.0,5.0,2016,1,18.615533447265623
74866,2016-07-31,1.0,Querétaro,139619.19,130.0,3.0,2016,1,18.615533447265623
74867,2016-07-31,1.0,Veracruz,86932.69,113.0,3.0,2016,1,18.615533447265623
75115,2016-08-01,1.0,Querétaro,136457.98,181.0,3.0,2016,1,18.47419805112093
75116,2016-08-01,1.0,Querétaro,110114.75,148.0,3.0,2016,1,18.47419805112093
75117,2016-08-01,1.0,Puerta Real,123813.23,346.0,3.0,2016,3,18.47419805112093
75118,2016-08-01,1.0,Cumbres del Lago,263168.97,300.0,3.0,2016,1,18.47419805112093
75119,2016-08-01,1.0,Querétaro,144887.83,255.0,3.0,2016,1,18.47419805112093
75120,2016-08-01,1.0,Querétaro,108007.29,192.0,3.0,2016,1,18.47419805112093
75121,2016-08-01,1.0,Juriquilla,495252.94,1250.0,3.0,2016,1,18.47419805112093
75122,2016-08-01,1.0,Querétaro,146995.28,250.0,4.0,2016,1,18.47419805112093
75123,2016-08-01,1.0,Querétaro,142253.5,220.0,4.0,2016,3,18.47419805112093
75124,2016-08-01,1.0,Querétaro,113802.8,163.0,3.0,2016,1,18.47419805112093
75125,2016-08-01,1.0,Querétaro,123813.23,144.0,4.0,2016,1,18.47419805112093
75126,2016-08-01,1.0,Juriquilla,262905.56,320.0,4.0,2016,1,18.47419805112093
75128,2016-08-01,1.0,Querétaro,106426.69,183.0,3.0,2016,3,18.47419805112093
75129,2016-08-01,1.0,Querétaro,181768.36,250.0,3.0,2016,1,18.47419805112093
75130,2016-08-01,1.0,Corregidora,52159.61,96.0,3.0,2016,3,18.47419805112093
75131,2016-08-01,1.0,El Pueblito,120928.65,204.0,3.0,2016,1,18.47419805112093
75132,2016-08-01,1.0,Querétaro,134350.53,149.0,3.0,2016,1,18.47419805112093
75133,2016-08-01,1.0,Querétaro,158059.45,162.0,3.0,2016,1,18.47419805112093
75134,2016-08-01,1.0,Querétaro,131716.2,164.0,3.0,2016,1,18.47419805112093
75135,2016-08-01,1.0,Querétaro,155425.12,250.0,3.0,2016,1,18.47419805112093
75136,2016-08-01,1.0,Juriquilla,147522.16,192.0,3.0,2016,3,18.47419805112093
75137,2016-08-01,1.0,Zibatá,130135.61,163.0,3.0,2016,3,18.47419805112093
75138,2016-08-01,1.0,Juriquilla,173601.95,315.0,3.0,2016,1,18.47419805112093
75139,2016-08-01,1.0,Juriquilla,168069.88,250.0,3.0,2016,3,18.47419805112093
75140,2016-08-01,1.0,Juriquilla,151210.2,250.0,2.0,2016,3,18.47419805112093
75141,2016-08-01,1.0,Zibatá,116963.99,144.0,4.0,2016,3,18.47419805112093
75142,2016-08-01,1.0,Querétaro,157005.72,250.0,3.0,2016,1,18.47419805112093
75143,2016-08-01,1.0,Querétaro,221283.23,450.0,3.0,2016,1,18.47419805112093
75144,2016-08-01,1.0,Juriquilla,197574.31,305.0,3.0,2016,3,18.47419805112093
75145,2016-08-01,1.0,Querétaro,122759.5,144.0,4.0,2016,3,18.47419805112093
75146,2016-08-01,1.0,Querétaro,102738.64,138.0,3.0,2016,1,18.47419805112093
75147,2016-08-01,1.0,Querétaro,155425.12,269.0,3.0,2016,1,18.47419805112093
75148,2016-08-01,1.0,Querétaro,342462.12,424.0,3.0,2016,1,18.47419805112093
75149,2016-08-01,1.0,Corregidora,131716.2,250.0,3.0,2016,1,18.47419805112093
75150,2016-08-01,1.0,Querétaro,52159.61,98.0,3.0,2016,1,18.47419805112093
75151,2016-08-01,1.0,Querétaro,120652.04,179.0,3.0,2016,1,18.47419805112093
75152,2016-08-01,1.0,San Luis Potosí,147522.16,1490.0,4.0,2016,1,18.47419805112093
75153,2016-08-01,1.0,San Luis Potosí,327667.78,1700.0,7.0,2016,1,18.47419805112093
75154,2016-08-01,1.0,Tequesquitengo,121178.91,500.0,3.0,2016,1,18.47419805112093
75155,2016-08-01,1.0,Club de Golf México,352999.44,182.0,4.0,2016,3,18.47419805112093
75156,2016-08-01,1.0,Tetelpan,374074.03,245.0,3.0,2016,3,18.47419805112093
75157,2016-08-01,1.0,San Jerónimo Aculco,258163.77,151.0,3.0,2016,3,18.47419805112093
75158,2016-08-01,1.0,Huitzilac,2370891.8,50000.0,8.0,2016,2,18.47419805112093
75159,2016-08-01,1.0,Chihuahua,300000.0,970.0,3.0,2016,1,18.47419805112093
75160,2016-08-01,1.0,Chihuahua,38724.56,132.0,3.0,2016,1,18.47419805112093
75161,2016-08-01,1.0,Chihuahua,260000.0,713.0,3.0,2016,3,18.47419805112093
75162,2016-08-01,1.0,Nogales,185000.0,439.0,3.0,2016,3,18.47419805112093
75163,2016-08-01,1.0,Chihuahua,31085.02,50.0,3.0,2016,1,18.47419805112093
75164,2016-08-01,1.0,Las Puentes Sector 5,81664.04,200.0,4.0,2016,3,18.47419805112093
75165,2016-08-01,1.0,Residencial Santo Domingo,52159.61,105.0,3.0,2016,3,18.47419805112093
75166,2016-08-01,1.0,Enramada VII,31611.89,90.0,3.0,2016,1,18.47419805112093
75167,2016-08-01,1.0,Enramada VI,34773.07,90.0,3.0,2016,1,18.47419805112093
75168,2016-08-01,1.0,Las Puentes Sector 10,77975.99,160.0,4.0,2016,3,18.47419805112093
75169,2016-08-01,1.0,San Nicolás de los Garza Centro,57955.13,240.0,4.0,2016,3,18.47419805112093
75170,2016-08-01,1.0,Residencial Roble Sector 2,79029.72,105.0,4.0,2016,3,18.47419805112093
75171,2016-08-01,1.0,Zibatá,63750.64,100.0,3.0,2016,1,18.47419805112093
75172,2016-08-01,1.0,Querétaro,237089.17,304.0,4.0,2016,1,18.47419805112093
75173,2016-08-01,1.0,Querétaro,121178.91,128.0,3.0,2016,1,18.47419805112093
75174,2016-08-01,1.0,Querétaro,105372.96,128.0,4.0,2016,3,18.47419805112093
75175,2016-08-01,1.0,Chihuahua,105372.96,610.0,3.0,2016,1,18.47419805112093
75176,2016-08-01,1.0,Bosques del Valle,365000.0,888.0,3.0,2016,3,18.47419805112093
75177,2016-08-01,1.0,Chihuahua,160000.0,600.0,3.0,2016,3,18.47419805112093
75178,2016-08-01,1.0,Chihuahua,7902.91,121.0,1.0,2016,1,18.47419805112093
75179,2016-08-01,1.0,Chihuahua,36880.53,215.0,3.0,2016,3,18.47419805112093
75180,2016-08-01,1.0,Chihuahua,361429.28,934.0,5.0,2016,1,18.47419805112093
75181,2016-08-01,1.0,Chihuahua,47417.83,200.0,3.0,2016,1,18.47419805112093
75182,2016-08-01,1.0,Carmen,231820.52,410.0,3.0,2016,1,18.47419805112093
75183,2016-08-01,1.0,Villa Palmeras,177026.58,150.0,3.0,2016,3,18.47419805112093
75184,2016-08-01,1.0,Carmen,54214.39,83.0,2.0,2016,3,18.47419805112093
75185,2016-08-01,1.0,San Agustin del Palmar,143834.1,200.0,3.0,2016,3,18.47419805112093
75186,2016-08-01,1.0,Residencial Las Palmas,184402.69,200.0,3.0,2016,1,18.47419805112093
75187,2016-08-01,1.0,Carmen,54214.39,83.0,2.0,2016,3,18.47419805112093
75188,2016-08-01,1.0,Michoacán,115910.26,152.0,3.0,2016,3,18.47419805112093
75189,2016-08-01,1.0,Michoacán,173865.39,308.0,5.0,2016,3,18.47419805112093
75190,2016-08-01,1.0,Michoacán,115910.26,152.0,3.0,2016,3,18.47419805112093
75191,2016-08-01,1.0,Michoacán,295044.3,510.0,4.0,2016,3,18.47419805112093
75192,2016-08-01,1.0,Michoacán,118544.58,152.0,3.0,2016,3,18.47419805112093
75193,2016-08-01,1.0,Culiacán,79029.72,141.0,3.0,2016,3,18.47419805112093
75194,2016-08-01,1.0,Stanza Toscana,29928.55,107.0,2.0,2016,3,18.47419805112093
75195,2016-08-01,1.0,Ahome Centro,210745.94,969.0,3.0,2016,3,18.47419805112093
75196,2016-08-01,1.0,Stanza Toscana,157664.3,161.0,3.0,2016,3,18.47419805112093
75197,2016-08-01,1.0,Culiacán,237089.17,345.0,4.0,2016,1,18.47419805112093
75198,2016-08-01,1.0,Mazatlán,184397.42,300.0,3.0,2016,3,18.47419805112093
75199,2016-08-01,1.0,Morillotla,246309.31,225.0,3.0,2016,3,18.47419805112093
75200,2016-08-01,1.0,Santiago Momoxpan,223917.55,331.0,3.0,2016,3,18.47419805112093
75201,2016-08-01,1.0,Puebla,131716.2,200.0,3.0,2016,2,18.47419805112093
75202,2016-08-01,1.0,San Bernardino Tlaxcalancingo,108534.15,150.0,3.0,2016,3,18.47419805112093
75203,2016-08-01,1.0,Lomas de Angelópolis,208111.61,162.0,3.0,2016,3,18.47419805112093
75204,2016-08-01,1.0,Puebla,202842.95,375.0,3.0,2016,3,18.47419805112093
75205,2016-08-01,1.0,Puebla,434663.5,512.0,4.0,2016,3,18.47419805112093
75206,2016-08-01,1.0,San Andrés Cholula,247099.6,264.0,3.0,2016,3,18.47419805112093
75207,2016-08-01,1.0,Puebla,196467.89,375.0,3.0,2016,3,18.47419805112093
75208,2016-08-01,1.0,Ciudad Judicial,289775.66,305.0,3.0,2016,3,18.47419805112093
75209,2016-08-01,1.0,Puebla,184402.69,223.0,4.0,2016,3,18.47419805112093
75210,2016-08-01,1.0,Puebla,376708.34,512.0,3.0,2016,3,18.47419805112093
75211,2016-08-01,1.0,Puebla,202842.95,261.0,3.0,2016,3,18.47419805112093
75212,2016-08-01,1.0,Puebla,260798.1,590.0,3.0,2016,3,18.47419805112093
75213,2016-08-01,1.0,Puebla,237089.17,469.0,4.0,2016,3,18.47419805112093
75214,2016-08-01,1.0,Morillotla,165962.42,200.0,3.0,2016,3,18.47419805112093
75215,2016-08-01,1.0,Puebla,162274.38,250.0,3.0,2016,3,18.47419805112093
75216,2016-08-01,1.0,Puebla,358268.1,484.0,3.0,2016,3,18.47419805112093
75217,2016-08-01,1.0,Ciudad Judicial,268701.06,260.0,3.0,2016,3,18.47419805112093
75218,2016-08-01,1.0,San Pedro Cholula,110641.61,127.0,3.0,2016,3,18.47419805112093
75219,2016-08-01,1.0,Morillotla,250260.8,224.0,3.0,2016,3,18.47419805112093
75220,2016-08-01,1.0,Reforma Agua Azul,179134.05,260.0,3.0,2016,3,18.47419805112093
75221,2016-08-01,1.0,Puebla,188933.73,375.0,3.0,2016,3,18.47419805112093
75222,2016-08-01,1.0,Puebla,194149.69,375.0,2.0,2016,3,18.47419805112093
75223,2016-08-01,1.0,Morillotla,316118.9,900.0,3.0,2016,3,18.47419805112093
75224,2016-08-01,1.0,San Bernardino Tlaxcalancingo,100104.31,135.0,3.0,2016,3,18.47419805112093
75225,2016-08-01,1.0,Puebla,658581.06,880.0,5.0,2016,3,18.47419805112093
75226,2016-08-01,1.0,Puebla,199945.2,376.0,3.0,2016,3,18.47419805112093
75227,2016-08-01,1.0,San Pedro Cholula,123813.23,170.0,3.0,2016,3,18.47419805112093
75228,2016-08-01,1.0,Puebla,272389.12,375.0,3.0,2016,3,18.47419805112093
75229,2016-08-01,1.0,Morillotla,223917.55,420.0,3.0,2016,3,18.47419805112093
75230,2016-08-01,1.0,Chihuahua,38197.7,139.0,3.0,2016,1,18.47419805112093
75231,2016-08-01,1.0,Chihuahua,36090.24,250.0,4.0,2016,3,18.47419805112093
75232,2016-08-01,1.0,Chihuahua,226551.88,419.0,4.0,2016,1,18.47419805112093
75234,2016-08-01,1.0,Chihuahua,39514.86,199.0,3.0,2016,1,18.47419805112093
75235,2016-08-01,1.0,Chihuahua,257636.9,500.0,4.0,2016,1,18.47419805112093
75236,2016-08-01,1.0,Chihuahua,342462.12,567.0,3.0,2016,1,18.47419805112093
75237,2016-08-01,1.0,Chihuahua,447835.12,500.0,4.0,2016,1,18.47419805112093
75239,2016-08-01,1.0,Camargo,100104.31,625.0,6.0,2016,1,18.47419805112093
75240,2016-08-01,1.0,Chihuahua,84298.37,184.0,4.0,2016,1,18.47419805112093
75241,2016-08-01,1.0,Chihuahua,94835.67,188.0,3.0,2016,1,18.47419805112093
75243,2016-08-01,1.0,Chihuahua,92201.34,175.0,4.0,2016,3,18.47419805112093
75244,2016-08-01,1.0,Chihuahua,71917.05,128.0,3.0,2016,1,18.47419805112093
75245,2016-08-01,1.0,Chihuahua,63223.78,304.0,2.0,2016,1,18.47419805112093
75246,2016-08-01,1.0,Chihuahua,97469.99,190.0,3.0,2016,1,18.47419805112093
75247,2016-08-01,1.0,Chihuahua,35826.8,108.0,3.0,2016,1,18.47419805112093
75248,2016-08-01,1.0,Chihuahua,25289.51,94.0,2.0,2016,3,18.47419805112093
75249,2016-08-01,1.0,Chihuahua,44783.51,200.0,1.0,2016,1,18.47419805112093
75250,2016-08-01,1.0,San Luis Potosí,259744.36,366.0,3.0,2016,1,18.47419805112093
75251,2016-08-01,1.0,Tepic,131716.2,200.0,3.0,2016,1,18.47419805112093
75252,2016-08-01,1.0,Tepic,84298.37,630.0,3.0,2016,1,18.47419805112093
75253,2016-08-01,1.0,Xalisco,94835.67,154.0,3.0,2016,3,18.47419805112093
75254,2016-08-01,1.0,Tepic,83771.5,316.0,4.0,2016,3,18.47419805112093
75255,2016-08-01,1.0,Tepic,121178.91,250.0,3.0,2016,3,18.47419805112093
75256,2016-08-01,1.0,Tepic,126447.56,170.0,3.0,2016,3,18.47419805112093
75257,2016-08-01,1.0,Tepic,42149.18,90.0,3.0,2016,3,18.47419805112093
75258,2016-08-01,1.0,Xalisco Centro,28977.56,96.0,2.0,2016,1,18.47419805112093
75259,2016-08-01,1.0,Tepic,81664.04,283.0,3.0,2016,1,18.47419805112093
75260,2016-08-01,1.0,Tepic,73761.07,230.0,3.0,2016,1,18.47419805112093
75261,2016-08-01,1.0,Tepic,113275.94,374.0,4.0,2016,1,18.47419805112093
75262,2016-08-01,1.0,Tepic,157796.02,163.0,3.0,2016,1,18.47419805112093
75263,2016-08-01,1.0,Tepic,47154.4,90.0,3.0,2016,1,18.47419805112093
75264,2016-08-01,1.0,Tepic,18176.83,90.0,2.0,2016,1,18.47419805112093
75265,2016-08-01,1.0,Tepic,46890.97,90.0,3.0,2016,3,18.47419805112093
75266,2016-08-01,1.0,Tepic,147522.16,200.0,3.0,2016,3,18.47419805112093
75267,2016-08-01,1.0,Tepic,47417.83,119.0,3.0,2016,1,18.47419805112093
75268,2016-08-01,1.0,Tepic,63223.78,120.0,3.0,2016,1,18.47419805112093
75269,2016-08-01,1.0,Tepic,35826.8,100.0,2.0,2016,1,18.47419805112093
75270,2016-08-01,1.0,Tepic,99577.45,272.0,4.0,2016,1,18.47419805112093
75271,2016-08-01,1.0,Tepic,123813.23,160.0,4.0,2016,3,18.47419805112093
75272,2016-08-01,1.0,Xalisco,71126.75,105.0,4.0,2016,1,18.47419805112093
75273,2016-08-01,1.0,Tepic,141199.77,200.0,3.0,2016,1,18.47419805112093
75274,2016-08-01,1.0,Tepic,42149.18,90.0,3.0,2016,3,18.47419805112093
75275,2016-08-01,1.0,Tepic,41622.32,150.0,3.0,2016,1,18.47419805112093
75276,2016-08-01,1.0,Los Infantes,121178.91,255.0,3.0,2016,3,18.47419805112093
75277,2016-08-01,1.0,León,158059.45,942.0,3.0,2016,2,18.47419805112093
75278,2016-08-01,1.0,Acapulco de Juárez,263432.4,517.0,3.0,2016,1,18.47419805112093
75279,2016-08-01,1.0,Tecámac,33192.48,82.0,2.0,2016,2,18.47419805112093
75280,2016-08-01,1.0,Villas de Xochitepec,42149.18,50.0,3.0,2016,1,18.47419805112093
75281,2016-08-01,1.0,Monterrey,337193.5,474.0,2.0,2016,1,18.47419805112093
75283,2016-08-01,1.0,Montemorelos,131716.2,1803.0,2.0,2016,3,18.47419805112093
75285,2016-08-01,1.0,Colinas del Valle 1 Sector,273969.72,199.0,3.0,2016,1,18.47419805112093
75286,2016-08-01,1.0,Gral. Escobedo Centro,42149.18,90.0,3.0,2016,1,18.47419805112093
75288,2016-08-01,1.0,Benito Juárez,350000.0,250.0,3.0,2016,2,18.47419805112093
75289,2016-08-01,1.0,Jardines Coloniales 1er Sector,434663.5,374.0,3.0,2016,1,18.47419805112093
75290,2016-08-01,1.0,General Escobedo,50052.15,105.0,5.0,2016,3,18.47419805112093
75292,2016-08-01,1.0,Santa Catarina,305581.6,240.0,3.0,2016,3,18.47419805112093
75293,2016-08-01,1.0,Monterrey,210745.94,336.0,7.0,2016,1,18.47419805112093
75294,2016-08-01,1.0,Puerto Morelos,650000.0,600.0,4.0,2016,3,18.47419805112093
75295,2016-08-01,1.0,San Pedro Garza García,1580594.5,890.0,3.0,2016,1,18.47419805112093
